cuisine,location,name,price,ratings,tags
"North Indian,Continental,BBQ", 64 & 65| 27th Main Road| Sector 1| HSR| Bangalore,Al Daaz,450.0,"4.3,4.2",Casual Dining
"Middle Eastern,Fast Food,Rolls,Wraps", 20| 5th Avenue| 5th Main Road| Kammanahalli| Bangalore,Al Amanah Cafe,300.0,"4.5,4.1",Quick Bites
"Bakery,Cafe,Italian,Desserts", 24/1| Lavelle Road| Bangalore,Glen's Bakehouse,600.0,"4.4,4.1","Bakery,Café"
"Italian,North Indian,Continental,Chinese,Asian,Desserts", Near Maratt Estate| 4th Phase| JP Nagar| Bangalore,URU Brewpark,1500.0,"4.3,4.2",Microbrewery
"South Indian,Chinese,North Indian", 1170| 5th Main Road| Sector 7| HSR| Bangalore,Asha Tiffins,200.0,"4.4,4.1",Quick Bites
"Mughlai,Biryani,Kebab,Rolls,Desserts", 66| Ground Floor| JNC Road| Koramangala 5th Block| Bangalore,Sharief Bhai,700.0,"4.5,4.0",Casual Dining
"Mithai,Street Food,Beverages", 143/A| 60 Feet Road| Koramangala 5th Block| Bangalore,Anand Sweets And Savouries,250.0,"4.4,4.2",Sweet Shop
"Biryani,North Indian", 44/4| 13th Main| Near Vivekanand School| 4th Block| Jayanagar East| Jayanagar| Bangalore,Halli Jonne Biriyani,400.0,"4.3,4.2",Quick Bites
"Cafe,American,Burger", 4| 8th Main Road| Koramangala 4th Block| Bangalore,The Hole In The Wall Cafe,600.0,"4.6,4.0",Café
"South Indian,Chinese,Street Food,Beverages", 315| 3rd Stage| 4th Block| Siddhaiah Puranika Road| Basaveshwara Nagar| Bangalore,Priyadarshini Grand,200.0,"4.2,4.3",Quick Bites
"Desserts,Cafe,Beverages", 1131| 100 Feet Road| HAL 2nd Stage| Indiranagar| Bangalore,Smoor,900.0,"4.7,3.9","Dessert Parlor,Café"
"Italian,Desserts", 759| 1st Floor| 100 Feet Road| Indiranagar| Bangalore,Bologna,1600.0,"4.7,3.9",Casual Dining
"Chinese,North Indian,Mughlai,Finger Food,Seafood", 23| 3rd Floor| Devaraja Arcade| ITI Layout| MSR Nagar| Near ICICI Bank| New BEL Road| Bangalore,1522 - The Pub,1200.0,4.3,Pub
"Biryani,Hyderabadi,Chinese", 9| 1st Cross| Sampige Road| Malleshwaram| Bangalore,Hyderabad Biryani House,800.0,"4.2,4.3",Casual Dining
"American,Chinese,Continental,North Indian,Desserts,Beverages,Italian", 23| 20th Main Raod| 1st R Block| Rajajinagar| Bangalore,Stories,1500.0,"4.4,4.1","Bar,Casual Dining"
"Mexican,Tex-Mex,Beverages,North Indian", 204| UB City| Vittal Mallya Road| Lavelle Road| Bangalore,Sanchez,1500.0,4.3,Lounge
"Cafe,Continental,Italian,Fast Food,Desserts,Beverages", 52| Brigade Road| Haridevpur| Shanthala Nagar| MG Road| Bangalore,Cafe Azzure,900.0,"4.2,4.3",Café
"Continental,Italian,North Indian,Chinese", 2064| Siri Iris| 13th Cross| 24th Main| Vanganhalli| Sector 1| HSR| Bangalore,Basil Bistro,1000.0,4.3,Casual Dining
"Bengali,Seafood", 15/16| Ground Floor| House of Lords| St. Marks Road| Bangalore,Oh! Calcutta,1800.0,"4.4,4.1","Casual Dining,Bar"
"Biryani,Andhra,North Indian,Chinese", 1313| Near Bangalore Central Mall| 25th Main| 9th Block| JP Nagar| Bangalore,Shanmukha,800.0,"4.4,4.1",Casual Dining
"South Indian,Coffee", 7th Main Road| HRBR Layout| Kalyan Nagar| Bangalore,The Filter Coffee,300.0,"4.3,4.3",Quick Bites
"Kerala,Biryani,North Indian,South Indian,Chinese,Arabian,Seafood", 4 & 5| Green Orchards Layout| 1st Cross| Bannerghatta Road| Bangalore,Empire Restaurant,800.0,"4.4,4.2",Casual Dining
"Cafe,Italian,Desserts,Bakery", 41/1| Sri Sai| 2nd Main| Vyalikaval| Sadashiv Nagar| Bangalore,Aubree,800.0,"4.3,4.3","Café,Bakery"
"North Indian,Asian,Seafood,Chinese", 1231/35/2| 24th Main| 7th Phase| Opposite Brigade Palm Springs| JP Nagar| Bangalore,Hakuna Matata,1450.0,"4.4,4.2","Casual Dining,Bar"
"Bakery,Desserts", Delivery Only,Creamyum,300.0,4.3,
"Bakery,Desserts,Fast Food", 773| 16th Main| 2nd Stage| BTM Layout| BTM| Bangalore,Amma's Pastries,300.0,4.3,Dessert Parlor
"Fast Food,North Indian,Pizza,Desserts", 3155| HAL 2nd stage| Indiranagar| Bangalore,Street Storyss,1300.0,"4.6,3.9",Casual Dining
South Indian, 28| 12th Main| 1st Block| Rajajinagar| Bangalore,Hotel Nalapaka,400.0,"4.4,4.1",Casual Dining
"Desserts,Beverages", Delivery Only,Mad Over Donuts,400.0,4.3,
"Biryani,South Indian,Beverages", 7th Cross| Church Road| 2nd Main| Udayanagar| Mahadevpura| Whitefield| Bangalore,Preethi's Biryani Hub,250.0,4.3,
"Cafe,Italian,Desserts,Bakery,Salad,Burger,Beverages", 2023/A| 14th Main| HAL 2nd Stage| 100 Feet Road| Opposite New Horizon| Indiranagar| Bangalore,Nuage,800.0,4.3,Café
"Cafe,Fast Food,Burger,Beverages", 1| D Block| St. Patrick Complex| Opposite South Indian Bank| Brigade Road| Bangalore,Peppa Zzing,800.0,"4.5,4.0",Café
"Cafe,Continental,Italian,Beverages,Desserts", Survey 104/1| Kodathi Gate| Opposite St Patrick’s Academy| Sarjapur Road| Bangalore,Zoey's,600.0,"4.4,4.1",Café
"American,Continental", 52| 53| Ground Floor| Shanthala Nagar| Ashok Nagar| Lavelle Road| Bangalore,Church Street Social,1500.0,"4.5,4.1","Bar,Casual Dining"
"Andhra,North Indian,Chinese", 1319| 100 Feet Road| 2nd Phase| JP Nagar| Bangalore,Andhra Ruchulu,800.0,"4.4,4.1",Casual Dining
"Continental,Italian", 10th Level Prestige Towers| 99/100| Residency Road| Bangalore,Bangalore Brew Works,1700.0,4.3,"Microbrewery,Lounge"
South Indian, 251| 17th Cross Road| Malleshwaram West| Malleshwaram| Bangalore,Malleshwaram Dosa Corner,150.0,4.3,Quick Bites
"North Indian,Mughlai,Kebab,Biryani,Beverages", 26/1| Dr. Rajkumar Road| Brigade Gateway Campus| Malleshwaram| Bangalore,Punjab Grill,2800.0,"4.5,4.0",Casual Dining
"Desserts,Bakery", 12th Main| Koramangala 4th Block| Bangalore,Cupcake Noggins,300.0,"4.3,4.2","Dessert Parlor,Bakery"
"Desserts,Ice Cream,Beverages", ITC Gardenia| 1| Ashok Nagar| Residency Road| Bangalore,Fabelle Chocolates - ITC Gardenia,1250.0,4.3,Dessert Parlor
"Ice Cream,Cafe,Pizza,Burger,Beverages", 17| Beside Kaikondrahalli Lake| Sarjapur Road| Bangalore,Stoner,500.0,"4.3,4.3","Dessert Parlor,Café"
North Indian, 1088| 2nd Floor| 12th Main| Indiranagar| Bangalore,Tandoori Taal,1000.0,4.3,Casual Dining
"Kebab,Rolls", 44| Aga Abudullah Street| Richmond Road| Bangalore,Siddiqu Kabab Center,250.0,4.3,Quick Bites
"North Indian,Mughlai,Biryani,Mangalorean,Beverages", 2nd Floor| Forum Mall| Koramangala 7th Block| Bangalore,Salt - Indian Restaurant Bar & Grill,1500.0,"4.5,4.1",Casual Dining
"Rajasthani,North Indian", Level 2| The Collection| UB City| Vithal Mallya Road| Lavelle Road| Bangalore,Rasovara,1400.0,"4.4,4.1",Casual Dining
"Bakery,Desserts", Delivery Only,Brownie Points,450.0,4.3,
"North Indian,Bihari", 43| 7th Main Road| NS Palaya| 2nd Stage| BTM| Bangalore,Litti Twist,300.0,"4.2,4.3",Quick Bites
"Konkan,Mangalorean,North Indian,Seafood,Beverages,Desserts", 312| 2nd Floor| 15th Cross| 100 Feet Road| 5th Phase| JP Nagar| Bangalore,Coastal Mama,700.0,"4.2,4.3",Casual Dining
"Mexican,Healthy Food,Italian,Juices,Pizza", Building 7| HRBR Layout| 2nd Block Extension| Kalyan Nagar| Bangalore,Little Italy,1500.0,"4.3,4.2",Casual Dining
"Bakery,Desserts", 1| Sultanpalya Main Road| RT Nagar| Bangalore,Kanti Bakes & Flakes,300.0,4.3,Bakery
"Mithai,Street Food", Delivery Only,Rusbury Fresh Sweets And Savouries,300.0,4.3,
"Mangalorean,Seafood,South Indian,North Indian,Chinese,Mughlai", 6/4| 1st and 2nd Floor| Above Shivananda Stores| Shivananda Circle| Seshadripuram| Bangalore,Sea Rock,1000.0,"4.4,4.2",Casual Dining
"South Indian,North Indian,Chinese,Beverages,Biryani,Street Food,Desserts", 19/49| Near National College| 2nd Main| 31st Cross| 7th Block| Jayanagar| Bangalore,Rajathadri Food Fort,600.0,"4.1,4.4",Casual Dining
"North Eastern,Asian,Naga,Steak,Momos,Beverages", 52/2| Sujay's Pride| Church Street| Bangalore,Somilan Steak House,1000.0,4.3,Casual Dining
"Pizza,Italian,Fast Food,Desserts", S3 & S4| Silver Spring Layout| Munnekolalu| Marathahalli| Bangalore,MOJO Pizza - 2X Toppings,500.0,4.3,
Street Food, Delivery Only,Chaat Street,200.0,4.2,
"Finger Food,Continental", 1/A| Church Street| Bangalore,Easy Tiger,1550.0,4.3,"Bar,Casual Dining"
"Mithai,Street Food", 6| Ground Floor| Binnamangala 1st Stage| CMH Road| Indranagar| Bangalore,Asha Sweets Center,200.0,4.3,Sweet Shop
South Indian, 5th Main| Near Muni Reddy Kalyana Mantap| Koramangala 5th Block| Bangalore,Sree Krishna Kafe,200.0,"4.5,4.1",Quick Bites
"Continental,North Indian,Japanese,Italian", Novotel Bengaluru| Opposite RMZ Ecospace Business Park| Marathahalli - Sarjapur Outer Ring Road| Marathahalli| Bangalore,The Square - Novotel,2500.0,4.3,Fine Dining
"Chinese,Sushi,Thai,Asian", 949| 12th Main| Ground Floor| Off 100 Feet Road| Indiranagar| Bangalore,Mamagoto,2000.0,"4.5,4.1",Casual Dining
"BBQ,Arabian,Chinese,North Indian,Desserts", 138| Maruthi Towers| Old Airport Road| Bangalore,Zaitoon,1000.0,"4.3,4.2",Casual Dining
"Italian,Pizza", 2nd Floor| 5M-402/A| HRBR 2nd Block| 5th Main Road| Kalyan Nagar| Bangalore,Vera Italiano,600.0,"4.2,4.4",Casual Dining
Chinese, The Ritz-Carlton| 99| Residency Road| Bangalore,The Lantern Restaurant & Bar - The Ritz-Carlton...,3500.0,4.3,Fine Dining
"Tibetan,Chinese,Continental,Momos", 52| Industrial Layout| 5th Block| Opposite Jyoti Nivas College Main Gate| Koramangala 5th Block| Bangalore,Tibetan Kitchen,600.0,"4.3,4.2",Quick Bites
"Ice Cream,Desserts", 206| 7th Main Road| 4th Block| Near Brindavan Park| Jayanagar| Bangalore,Kwality Wall's,200.0,4.3,Dessert Parlor
"North Indian,Italian,Asian,Continental,Mediterranean", The Leela Palace| 23| Old Airport Road| Bangalore,Citrus - The Leela Palace,3500.0,4.3,Fine Dining
"Finger Food,Continental,Chinese,Italian,North Indian", 5th Floor| 6th Block| Elite Building| Industrial Layout| Jyoti Nivas College Road| Koramangala 5th Block| Bangalore,Indigo XP,1400.0,4.3,Pub
"Chinese,North Indian,South Indian,Street Food,Fast Food", 3rd Floor| Mantri Square| Sampige Road| Malleshwaram| Bangalore,RS Shiv Sagar,500.0,4.3,Casual Dining
"Continental,Italian,North Indian", 30| 4th Floor| BR Plaza| 4th Cross| CMR Road| HRBR Layout| Kalyan Nagar| Bangalore,Brewklyn Microbrewery,1800.0,"4.6,3.9","Microbrewery,Casual Dining"
"Australian,Continental", Delivery Only,Oz Pies,400.0,4.3,
"Desserts,Ice Cream", 915/447/1| Ideal Home Layout| Rajarajeshwari Nagar| Bangalore,Havmor Havfunn,250.0,4.3,Dessert Parlor
North Indian, 1/74| Below Brown Tree| 26Th Main| 36Th Cross| 4Th Block East| 9Th Block| Jayanagar| Bangalore,UP Style North Indian Food,150.0,4.3,
"Continental,Italian,Desserts,Cafe,Beverages", 2nd Floor| UB City| Vittal Mallya Road| Lavelle Road| Bangalore,Cafe Noir,1500.0,4.3,Casual Dining
"Street Food,Fast Food,Tea", 749| Sunshine Colony| 14th Main Road| 7th Cross| 2nd Stage| BTM| Bangalore,Chaigram,150.0,4.3,Beverage Shop
"Pizza,Italian,Desserts", 2467| 24th Cross| 2nd Stage| Banashankari| Bangalore,Vinny's,800.0,"4.4,4.1",Casual Dining
"Thai,Chinese,Asian,Beverages", 204| 2nd Level| 4th Floor| Comet Block| UB City| Vittal Mallya Road| Lavelle Road| Bangalore,Sriracha,1500.0,4.3,Casual Dining
"Rajasthani,North Indian", 55| Goenka Chambers| 1st Floor| Jeevan Griha Colony| 19th Main| Phase 2| JP Nagar| Bangalore,Kesariya,1200.0,4.3,Casual Dining
"Bakery,Desserts", 439| 8th Main Road| Koramangala 4th Block| Bangalore,Occasions,300.0,"4.1,4.4",Bakery
"Cafe,Italian", 51| Ground Floor| 5th Main Road| 36th Cross Road| 5th Block| Jayanagar| Bangalore,Alchemy Coffee Roasters,900.0,4.3,Café
"Bakery,Fast Food", 93| Mosque Road| Frazer Town| Bangalore,Albert Bakery,150.0,4.3,Bakery
"Bakery,Desserts", 186| 11th Main| 4th Cross| Hanumanthnagar| Banashankari| Bangalore,Sugar Rush,300.0,4.3,
"Desserts,Ice Cream", Delivery Only,Bombay Kulfi,250.0,4.3,Dessert Parlor
"Beverages,Desserts,Ice Cream", 414| 5th Main| HRBR Layout| Kalyan Nagar| Bangalore,Keventers - Milkshakes & Ice Creams,400.0,4.3,Beverage Shop
"Salad,Sandwich", Delivery Only,Candice's Gourmet Sandwiches,600.0,4.3,
"South Indian,North Indian,Continental,Chinese,Street Food,Desserts,Beverages", 50| Field Marshal Cariappa Road| Residency Road| Bangalore,Konark Vegetarian Restaurant,500.0,4.3,Casual Dining
"Mithai,Street Food", 295| 17th Cross| Sampige Road| Malleshwaram| Bangalore,KC Das - Sweet Sadan,200.0,4.3,"Sweet Shop,Quick Bites"
South Indian, 27| 8th Cross| Malleshwaram| Bangalore,Hotel Janatha,150.0,4.3,Quick Bites
"North Indian,Kebab,Seafood", 1| Residency Road| Richmond Road| Bangalore,Kebabs & Kurries - ITC Gardenia,3500.0,4.3,Fine Dining
"Desserts,Bakery", 93/1| 3rd Cross| Annayappa Garden| Opposite BJP MLA Office| HAL 3rd Stage| Thippasandra| Bangalore,Gooey & Fluffy,200.0,4.3,
"North Indian,Biryani,Fast Food", Delivery Only,Grub Bucket,300.0,4.3,
"Street Food,Fast Food", 53/2| SL 319| Doddakannelli Village| Varthur Hobli| Sarjapur Road| Bangalore,Bun Maska Chai,250.0,4.3,
"North Indian,European,Asian", The Ritz-Carlton| 99| Residency Road| Bangalore,The Market - The Ritz-Carlton,3400.0,4.3,Fine Dining
"South Indian,Modern Indian", 16/3| Ram Kunj| Opposite Garuda Mall| Commissariat Road| Ashok Nagar| Brigade Road| Bangalore,The Permit Room,1500.0,"4.6,3.9","Casual Dining,Bar"
"Ice Cream,Desserts", 158| 5th Main| 20th Cross| Sector 7| HSR| Bangalore,Bombay Kulfis,150.0,4.3,Dessert Parlor
"Bakery,Fast Food", Shop 92| RHB Colony| Mahadevpura| Whitefield Main Road| Whitefield| Bangalore,Lemon Krust,150.0,4.3,Bakery
Beverages, Delivery Only,Swizzle,400.0,4.3,
"Beverages,Fast Food", 724| Sector A| New Town| Near Sheshadripuram College| Yelahanka| Bangalore,Lassi & More,150.0,4.3,Beverage Shop
Street Food, 83| 2nd Temple Street| 15th Cross| Near Kadu Malleshwaram Temple| Malleshwaram| Bangalore,Sri Sairam's Chats and Juice,100.0,4.3,Quick Bites
"Desserts,Beverages", 105| 1st A Cross| Koramangala 5th Block| Bangalore,XO Belgian Waffle,500.0,"4.4,4.1",Dessert Parlor
Desserts, Delivery Only,Waffle Head,300.0,4.3,
"Continental,Asian,South Indian,North Indian", Sheraton Grand Bengaluru Whitefield Hotel & Convention Center| Prestige Shantiniketan| Whitefield| Bangalore,Feast - Sheraton Grand Bengaluru Whitefield Hotel &...,2500.0,4.3,Fine Dining
"Beverages,Fast Food", 52| 1st Floor| Agastya Arcade| 80 Feet Road| Devasandra| New BEL Road| Bangalore,Drunken Monkey,500.0,"4.1,4.4","Beverage Shop,Quick Bites"
"Asian,Japanese", Level 2| Phoenix Market City Mall| Mahadevpura| Whitefield| Bangalore,Shizusan,1800.0,"4.5,4.1",Casual Dining
Korean, 8/1| 1st Floor| Jailaxmi Nivas| 1st Cross| Koramangala 5th Block| Bangalore,The Himalayan,1200.0,4.3,Casual Dining
"North Indian,Mughlai,Biryani", Gem Plaza| Infantry Road| Bangalore,Samarkand,1600.0,4.3,Casual Dining
"European,Asian", 14/1| Wood Street| Ashok Nagar| Richmond Road| Bangalore,Toast & Tonic,2000.0,"4.7,3.9","Casual Dining,Bar"
South Indian, 21| Nehru Nagar Main Road| Seshadripuram| Bangalore,Umesh Dosa Point,150.0,4.3,Quick Bites
"Asian,Japanese,Thai,Beverages,Peruvian", 1| Express Building| Queen's Road| Cunningham Road| Bangalore,1Q1 Kitchen & Bar,2500.0,4.3,Casual Dining
"North Indian,Italian,Chinese,Japanese", Shangri-La Hotel| 56-6B| Palace Road| Vasanth Nagar| Bangalore,b Café - Shangri-La Hotel,3400.0,4.3,"Fine Dining,Bar"
"North Indian,Continental,Italian,Thai", 75| 76| 85 - 87| Plot 88| Near Sathyasai Hospital| Whitefield| Bangalore,M Cafe - Bengaluru Marriott Hotel Whitefield,2500.0,4.3,Fine Dining
"North Indian,Biryani", 7/1| Second Floor| Blue Building| First Cross| Hennur Road| Street Thomas Town| Lingarajpuram| Kammanahalli| Bangalore,Homemade Meal Box- Mubeena Khan,300.0,4.3,
"North Indian,Healthy Food", 20/4| 17th Cross| Rajiv Gandhi Nagar| Sector 6| HSR| Bangalore,Khichadiwala,400.0,4.3,
North Indian, Delivery Only,Paratha 18,300.0,4.3,
"Street Food,Beverages,Gujarati", Shop 11| 24th Main Road| Ayodya Nagar| Phase 5| JP Nagar| Bangalore,Dhabeliwala,250.0,4.3,Kiosk
"Bakery,Desserts", 24| Patel Ram Reddy Road| KR Colony| Domlur| Bangalore,Bite Me Cupcakes,300.0,"4.2,4.4",Bakery
"North Indian,Mughlai,Chinese", 477| KHB Colony| Koramangala 5th Block| Bangalore,Tandoor Hut,500.0,"4.3,4.2",Quick Bites
"Kerala,South Indian", Maruthi Nagar Main Road| 9th Cross| BTM| Bangalore,Jose Mess,300.0,4.3,Mess
"Desserts,Bakery,Ice Cream,Beverages", 21| Trifecta Adatto| ITPL Main Road| Garudachar Palya| Mahadevapura| Whitefield| Bangalore,Waffle Wallah,400.0,4.3,
"Cafe,Continental,Pizza,Salad", 1136| 17th Cross Road| Muneswara Nagar| Near Andhra Bank| Sector 7| HSR| Bangalore,Sector 7 Café,700.0,"4.4,4.1",Café
"Bakery,Desserts", Third Floor| Malathi Mansion| RBI East Layout| 7th Phase| JP Nagar| Bangalore,Dream a Dozen,300.0,4.3,
"Cafe,Continental,Chinese,Italian", Shop 55| 1st Floor| 5th Cross Road| Koramangala 6th Block| Bangalore,Gudguda Prime Cafe,800.0,4.3,Café
"Desserts,Ice Cream", Shop 19| Smond Ville| Neo Town Road| Electronic City| Bangalore,Kulfi Monk,150.0,4.3,Dessert Parlor
"Healthy Food,Beverages,Salad", Delivery Only,O4H - Order For Health,500.0,4.3,
"Seafood,Healthy Food,Mexican,Pizza,Fast Food", 26| ESI Hospital Road| HAL 2nd Stage| 100 Feet Road| Indiranagar| Bangalore,Infinitea Tea Room & Tea Store,1300.0,"4.3,4.2",Casual Dining
"Chinese,Momos", 1708| 10th Main Road| Srinivas Nagar| 1st Stage| Banashankari| Bangalore,Chinese BAE,500.0,4.3,
"Lebanese,Mediterranean,Afghan", Sheraton Grand Bangalore Hotel at Brigade Gateway| Rajajinagar| Malleshwaram| Bangalore,The Persian Terrace - Sheraton Grand Bangalore Hotel...,3500.0,4.3,Fine Dining
Juices, More Megastore Compound| Outer Ring Road| Marathalli Village| Marathahalli| Bangalore,Mr. Cane,100.0,4.3,Food Court
Desserts, 86 B Vaastra| 1st Floor| 7th Cross Road| Micheal Palya| New Thippasandra Post| 80 Feet Road| Indiranagar| Bangalore,The Table,300.0,4.3,Bakery
Juices, 912| 80 Feet Road| Koramangala 6th Block| Bangalore,Cane Crussh,100.0,4.3,Beverage Shop
"Street Food,American,Continental", 2nd Main Road| Kodihalli| HAL 2nd Stage| Indiranagar| Bangalore,Street Fusion Imbisswagen,300.0,4.3,Food Truck
"Bakery,Desserts", Rajarajeshwari Nagar| Bangalore,CocoA by Anu Bhandari,300.0,4.3,
"Asian,Chinese", 50/1| Opposite Jyothi Niwas College| Koramangala 5th Block| Bangalore,Wok Paper Scissors,600.0,"4.4,4.1",Casual Dining
"Fast Food,Italian,Salad,Desserts,Beverages", 93| Opposite Krishna Rao Park| Basavanagudi| Bangalore,The Rogue Elephant,1000.0,4.3,Casual Dining
South Indian, 1st Main Road| Near Katte Balaga| NR Colony| Basavanagudi| Bangalore,South Kitchen,150.0,"4.2,4.3",Quick Bites
"North Indian,South Indian,Chinese,Continental,Mangalorean", 43/A| 1st Main| Jakkasandra Road|  Near Wipro Park| Koramangala 1st Block| Bangalore,Roots,1300.0,"4.7,3.8","Casual Dining,Bar"
"Desserts,Belgian,Beverages,Ice Cream", Royal Meenakshi Mall| Lower Ground Floor| Outer Periphery Area| Cave Temple Road| Hulmaue| Bannerghatta Road| Bangalore,Waffle Walle,500.0,"4.4,4.1",Kiosk
Ice Cream, 13-14| Mantapa Gruha| Platform Road| Jawaharlal Street| Malleshwaram| Bangalore,Mantap Ice Cream,200.0,4.3,Dessert Parlor
"Beverages,Fast Food", 2|1478/1| 18th Main| 40th Cross| 4th T Block| Jayanagar| Bangalore,Shake It Off,650.0,"4.4,4.2",Café
Korean, 507| Ground Floor| 4th Cross| 2nd Block| CMR Road| HBR Layout| Kalyan Nagar| Bangalore,Thran,1300.0,4.3,Casual Dining
"Finger Food,North Indian,Chinese,Continental,American,Desserts", Hotel Southern Star| 40/2| Roof Top| Lavelle Road| Bangalore,Tree Tops Bar & Kitchen,1700.0,4.3,"Bar,Casual Dining"
"Vietnamese,Thai,Burmese,Japanese", 3rd Floor| Mantri Square| Sampige Road| Malleshwaram| Bangalore,The Asian Curry House,1200.0,"4.5,4.1",Casual Dining
"Beverages,Sandwich", 30th Cross| 11th Main| 4th Block| Jayanagar| Bangalore,Cool Joint,250.0,4.3,Beverage Shop
"Continental,Asian,American,Mexican,Beverages", 105| 1st A Cross| Koramangala 5th Block| Bangalore,Boho,1700.0,4.3,Bar
"North Indian,South Indian", Taj West End| Race Course Road| Bangalore,Masala Klub - The Taj West End,4000.0,4.3,Fine Dining
"Bakery,Desserts,Ice Cream", 565| 8th Main Road| 4th Block| Koramangala 4th Block| Bangalore,ibaco,400.0,"4.2,4.3",Dessert Parlor
"Cafe,Italian,Continental", Lower Ground Floor| Phoenix Market City| Mahadevpura| Whitefield| Bangalore,Barley & Grapes Cafe,1000.0,4.3,Café
Bakery, Sajjan Rao Circle| VV Puram| Basavanagudi| Bangalore,V B Bakery,150.0,4.3,Bakery
"North Indian,Continental,Chettinad,Andhra,Bengali", 20/5| 1st Floor| Panathur Junction| Outer Ring Road| Marathahalli| Bangalore,Barbecoa,1000.0,4.3,Casual Dining
"Cafe,Sandwich,Fast Food,Continental,Desserts,Beverages", 2013| Ground Floor| Samrat Building| 100 Feet Road| Indiranagar| Bangalore,Starbucks Coffee,700.0,4.3,Café
"Fast Food,Beverages", 94| Mosque Road| Frazer Town| Bangalore,Five Star Chicken,300.0,4.3,Quick Bites
"Finger Food,Naga,Andhra", 765| 1st Floor| 2nd Stage HAL| 100 Feet Road| Indiranagar| Bangalore,Pecos Stones,1100.0,4.3,"Pub,Casual Dining"
"Cafe,Healthy Food,Fast Food,Desserts", 383/31| 13th Cross| Sadashiva Nagar| Bangalore,Justbe Resto Cafe,1000.0,4.3,Café
"Chinese,North Indian,Continental,Cafe", Palm Meadows Club| Ramagondana Halli| Varthur Road| Whitefield| Bangalore,Cafe Palmyra,2000.0,4.3,"Casual Dining,Café"
